addr,name,size,factor_a,factor_b,unit,format,description
0x149B,ETClb_dtiETFlt1_mp[5],2,0.152594,0.000000,us,8.2f,Ansteuerdauer der Voreinspritzung 2
0x149C,ETClb_ctLrn_mp[2],2,1.000000,0.000000,-,8.2f,learn cycle counter et calibration
0x149D,ETClb_dtiETFlt2_mp[0],2,0.152594,0.000000,us,8.2f,Ansteuerdauer der Voreinspritzung 2
0x149E,ETClb_dtiETFlt2_mp[1],2,0.152594,0.000000,us,8.2f,Ansteuerdauer der Voreinspritzung 2
0x149F,ETClb_dtiETFlt2_mp[2],2,0.152594,0.000000,us,8.2f,Ansteuerdauer der Voreinspritzung 2
0x14A0,ETClb_dtiETFlt2_mp[3],2,0.152594,0.000000,us,8.2f,Ansteuerdauer der Voreinspritzung 2
0x14A1,ETClb_dtiETFlt2_mp[4],2,0.152594,0.000000,us,8.2f,Ansteuerdauer der Voreinspritzung 2
0x14A2,ETClb_dtiETFlt2_mp[5],2,0.152594,0.000000,us,8.2f,Ansteuerdauer der Voreinspritzung 2
0x14B4,AccPed_rChkdVal,2,0.003052,0.000000,%,8.4f,Plausibility check results
0x14B5,CoEng_pDiffPFltPrdc_mp,2,0.125002,0.000000,hPa,8.2f,Predicted differential pressure of the particle filter
0x14B6,CoEng_trq,2,0.114445,-2500.060084,Nm,8.3f,current engine torque output
0x14B7,CoEng_trqLimPDiff,2,0.114445,-2500.060084,Nm,8.3f,Limiting torque due to exhaust gas back pressure
0x14B8,Dfp_LSUMon1Sens_mp,2,1.000000,0.000000,-,8.2f,fault types used from all lambda functions for the purpose of disabling
0x14B9,DfpErrCol_mp,2,1.000000,0.000000,-,8.2f,measurement point Array for Dfp Sammelolda Path Error Status
0x14BA,EGSys_tEGPstTrbn,2,0.016787,-50.138440,deg C,8.3f,Exhaust gas temperature after the turbine
0x14BB,EGSys_tEGPstTube,2,0.016787,-50.138440,deg C,8.3f,Exhaust gas temperature at tube outlet
0x14BC,EGSys_tTube,2,0.016787,-50.138440,deg C,8.3f,Tube wall temperature
0x14BD,FlMng_qLimSmk,2,0.010000,0.000000,mg/hub,8.4f,maximum allowed injection mass to prevent smoke
0x14BE,InjCrv_qPoI1Des,2,0.001526,0.000000,mg/inj,8.4f,desired quantity of PoI1
0x14BF,InjCrv_qPoI2Des,2,0.001526,0.000000,mg/inj,8.4f,desired quantity for PoI2
0x14C0,InjCrv_qPoI2Eff,2,0.001526,0.000000,mg/inj,8.4f,torque-forming quantity of PoI2
0x14C1,InjCrv_tiPiI1Des,2,0.152594,0.000000,us,8.2f,desired time-component of SOE PiI1
0x14C2,LSU_rLmbd,2,0.001000,0.000000,-,8.5f,lambda value
0x14C3,LSU_rO2Calc_mp,2,0.000010,0.000000,-,9.7f,actual O2 concentration calculated from air mass & inj. fuel qty
0x14C4,LSU_stO2Err_mp,2,1.000000,0.000000,-,8.2f,status word: state plausibility check
0x14C5,LSUCD_rO2Act,2,0.000010,0.000000,-,9.7f,"Raw Oxygen value whithout filter and without freeze, only offset compensated"
0x14C6,LSUCD_rO2Adpt,2,0.000010,0.000000,-,9.7f,Adapted oxygen concentration
0x14C7,LSUCD_rO2PresComp,2,0.000010,0.000000,-,9.7f,Pressure compensated O2 value
0x14C8,LSUCD_rO2Raw,2,0.000010,0.000000,-,9.7f,"Raw Oxygen value, only offset compensated"
0x14C9,LSUCD_uO2Raw,2,0.610958,0.000000,mV,8.1f,Raw Voltage of oxygen signal
0x14CA,PFlt_pDiffRaw,2,0.125002,0.000000,hPa,8.2f,differential pressure of particle filter
0x14CB,PFlt_tOxiPre,2,0.016787,-50.138440,deg C,8.3f,pressure pre particle filter
0x14CC,PFlt_tOxiPreSty,2,0.016787,-50.138440,deg C,8.3f,stationary temp ahead of particle filter
0x14CD,PFlt_tPre,2,0.016787,-50.138440,deg C,8.3f,temperature pre particle filter
0x14CE,PFlt_tPreSty,2,0.016787,-50.138440,deg C,8.3f,stationary temp ahead of oxidation catalyst
0x14CF,PFlt_tPstSim,2,0.016787,-50.138440,deg C,8.3f,simulated temperature downstream from particle filter
0x14D0,PCR_pBGDev,2,0.125002,0.000000,hPa,8.2f,govenor deviation of PCR
0x14D1,PCR_stWorkSph,2,1.000000,0.000000,-,5.1f,info about PCR working sphere
0x14D2,AirCtl_stMonitor,2,1.000000,0.000000,-,5.1f,Status of monitoring
0x14D3,FMA_qMapRow0_mp[0],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 0
0x14D4,FMA_qMapRow0_mp[1],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 0
0x14D5,FMA_qMapRow0_mp[2],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 0
0x14D6,FMA_qMapRow0_mp[3],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 0
0x14D7,FMA_qMapRow0_mp[4],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 0
0x14D8,FMA_qMapRow0_mp[5],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 0
0x14D9,FMA_qMapRow0_mp[6],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 0
0x14DA,FMA_qMapRow0_mp[7],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 0
0x14DB,FMA_qMapRow1_mp[0],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 1
0x14DC,FMA_qMapRow1_mp[1],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 1
0x14DD,FMA_qMapRow1_mp[2],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 1
0x14DE,FMA_qMapRow1_mp[3],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 1
0x14DF,FMA_qMapRow1_mp[4],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 1
0x14E0,FMA_qMapRow1_mp[5],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 1
0x14E1,FMA_qMapRow1_mp[6],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 1
0x14E2,FMA_qMapRow1_mp[7],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 1
0x14E3,FMA_qMapRow2_mp[0],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 2
0x14E4,FMA_qMapRow2_mp[1],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 2
0x14E5,FMA_qMapRow2_mp[2],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 2
0x14E6,FMA_qMapRow2_mp[3],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 2
0x14E7,FMA_qMapRow2_mp[4],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 2
0x14E8,FMA_qMapRow2_mp[5],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 2
0x14E9,FMA_qMapRow2_mp[6],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 2
0x14EA,FMA_qMapRow2_mp[7],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 2
0x14EB,FMA_qMapRow3_mp[0],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 3
0x14EC,FMA_qMapRow3_mp[1],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 3
0x14ED,FMA_qMapRow3_mp[2],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 3
0x14EE,FMA_qMapRow3_mp[3],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 3
0x14EF,FMA_qMapRow3_mp[4],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 3
0x14F0,FMA_qMapRow3_mp[5],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 3
0x14F1,FMA_qMapRow3_mp[6],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 3
0x14F2,FMA_qMapRow3_mp[7],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 3
0x14F3,FMA_qMapRow4_mp[0],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 4
0x14F4,FMA_qMapRow4_mp[1],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 4
0x14F5,FMA_qMapRow4_mp[2],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 4
0x14F6,FMA_qMapRow4_mp[3],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 4
0x14F7,FMA_qMapRow4_mp[4],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 4
0x14F8,FMA_qMapRow4_mp[5],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 4
0x14F9,FMA_qMapRow4_mp[6],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 4
0x14FA,FMA_qMapRow4_mp[7],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 4
0x14FB,FMA_qMapRow5_mp[0],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 5
0x14FC,FMA_qMapRow5_mp[1],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 5
0x14FD,FMA_qMapRow5_mp[2],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 5
0x14FE,FMA_qMapRow5_mp[3],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 5
0x14FF,FMA_qMapRow5_mp[4],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 5
0x1500,FMA_qMapRow5_mp[5],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 5
0x1501,FMA_qMapRow5_mp[6],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 5
0x1502,FMA_qMapRow5_mp[7],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 5
0x1503,FMA_qMapRow6_mp[0],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 6
0x1504,FMA_qMapRow6_mp[1],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 6
0x1505,FMA_qMapRow6_mp[2],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 6
0x1506,FMA_qMapRow6_mp[3],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 6
0x1507,FMA_qMapRow6_mp[4],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 6
0x1508,FMA_qMapRow6_mp[5],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 6
0x1509,FMA_qMapRow6_mp[6],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 6
0x150A,FMA_qMapRow6_mp[7],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 6
0x150B,FMA_qMapRow7_mp[0],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 7
0x150C,FMA_qMapRow7_mp[1],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 7
0x150D,FMA_qMapRow7_mp[2],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 7
0x150E,FMA_qMapRow7_mp[3],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 7
0x150F,FMA_qMapRow7_mp[4],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 7
0x1510,FMA_qMapRow7_mp[5],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 7
0x1511,FMA_qMapRow7_mp[6],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 7
0x1512,FMA_qMapRow7_mp[7],2,0.010000,0.000000,mg/hub,8.4f,FMA Adaptive map - elements of Row 7
0x1513,FMA_tiFuncOp_mp,2,0.010000,0.000000,s,13.4f,operating time of FMA error model since last initialisation
0x1514,ACCtl_stLogicOut,2,1.000000,0.000000,-,5.1f,Status of AC Compressor
0x1515,ACCtl_stShutOff_mp,2,1.000000,0.000000,-,8.2f,AC shut off status
0x1518,ETClb_st_mp,2,1.000000,0.000000,-,13.11f,state of ET calibration
0x1519,ETClb_swtQckClb_mp,2,1.000000,0.000000,-,5.1f,switch for quick calibration
0x151A,ETClb_tiETMinEff_mp[0],2,0.152594,0.000000,us,8.2f,ET after quantity adjustment
0x151B,ETClb_tiETMinEff_mp[1],2,0.152594,0.000000,us,8.2f,ET after quantity adjustment
0x151C,ETClb_tiETMinEff_mp[2],2,0.152594,0.000000,us,8.2f,ET after quantity adjustment
0x151D,InjVCD_tiPiI1ZFCETCor_mp[0],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI1, cylinder 1"
0x151E,InjVCD_tiPiI1ZFCETCor_mp[1],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI1, cylinder 2"
0x151F,InjVCD_tiPiI1ZFCETCor_mp[2],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI1, cylinder 3"
0x1520,InjVCD_tiPiI1ZFCETCor_mp[3],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI1, cylinder 4"
0x1521,InjVCD_tiPiI1ZFCETCor_mp[4],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI1, cylinder 5"
0x1522,InjVCD_tiPiI1ZFCETCor_mp[5],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI1, cylinder 6"
0x1523,InjVCD_tiPiI2ZFCETCor_mp[0],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI2, cylinder 1"
0x1524,InjVCD_tiPiI2ZFCETCor_mp[1],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI2, cylinder 2"
0x1525,InjVCD_tiPiI2ZFCETCor_mp[2],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI2, cylinder 3"
0x1526,InjVCD_tiPiI2ZFCETCor_mp[3],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI2, cylinder 4"
0x1527,InjVCD_tiPiI2ZFCETCor_mp[4],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI2, cylinder 5"
0x1528,InjVCD_tiPiI2ZFCETCor_mp[5],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI2, cylinder 6"
0x1529,InjVCD_tiPiI3ZFCETCor_mp[0],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI3, cylinder 1"
0x152A,InjVCD_tiPiI3ZFCETCor_mp[1],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI3, cylinder 2"
0x152B,InjVCD_tiPiI3ZFCETCor_mp[2],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI3, cylinder 3"
0x152C,InjVCD_tiPiI3ZFCETCor_mp[3],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI3, cylinder 4"
0x152D,InjVCD_tiPiI3ZFCETCor_mp[4],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI3, cylinder 5"
0x152E,InjVCD_tiPiI3ZFCETCor_mp[5],2,0.152594,0.000000,us,8.2f,"ZFC energising time correction for PiI3, cylinder 6"
0x152F,Rail_pSetPointZFC_mp,2,0.030518,0.000000,bar,5.3f,rail pressure setpoint value after ZFC intervention
0x1530,ZFC_dpRail_mp,2,0.030518,0.000000,bar,5.3f,rail pressure devitation to rail pressure calibration point
0x1531,ZFC_numCylInj_mp,2,1.000000,0.000000,-,5.1f,number of cylinder for ZFC Injection
0x1532,ZFC_Sig_mp[0],2,1.000000,0.000000,-,13.2f,"ZFC measurement value of calibration, cylinder 1"
0x1533,ZFC_Sig_mp[1],2,1.000000,0.000000,-,13.2f,"ZFC measurement value of calibration, cylinder 2"
0x1534,ZFC_Sig_mp[2],2,1.000000,0.000000,-,13.2f,"ZFC measurement value of calibration, cylinder 3"
0x1535,ZFC_Sig_mp[3],2,1.000000,0.000000,-,13.2f,"ZFC measurement value of calibration, cylinder 4"
0x1536,ZFC_Sig_mp[4],2,1.000000,0.000000,-,13.2f,"ZFC measurement value of calibration, cylinder 5"
0x1537,ZFC_Sig_mp[5],2,1.000000,0.000000,-,13.2f,"ZFC measurement value of calibration, cylinder 6"
0x1538,ZFC_st_mp,2,1.000000,0.000000,-,13.10f,state of Zero Fuel quantity Calibration Coordinator
0x1539,ZFC_stEvalSig_mp,2,1.000000,0.000000,-,13.11f,Status of ZFC engine speed evaluation
0x153A,ZFC_stInj_mp,2,1.000000,0.000000,-,13.10f,state of Injection for Zero Fuel quantity Calibration
0x153B,ZFC_tiET_mp,2,0.152594,0.000000,us,8.2f,energizing time for ZFC injection
0x153C,LSUCD_drO2Adpt,2,0.000010,0.000000,-,9.7f,Lambda adaption result
0x153D,LSUCD_facO2Corr_mp,2,0.000122,0.000000,-,8.6f,Lambda Correction factor of adaption
0x153E,EGSys_stHtgLSU,2,1.000000,0.000000,-,5.1f,Status bit for Lambda probe 0 heating On/Off
0x153F,EGSys_ctCldStrtLSU_mp,2,1.000000,0.000000,-,5.1f,Status bit for valid gas pulse detected
0x1540,LSUCD_stO2Valid,2,1.000000,0.000000,-,5.1f,status of Oxigen signal valid/not valid
