addr,name,size,factor_a,factor_b,unit,format,description
0x009A,IATSCD_tAirCats,1,0.016700,-50.130000,deg C,6.2f,Ladelufttemperatur nach Ladeluftkühler
0x009B,IATSCD_uRaw,1,0.610900,0.000000,mV,6.2f,Lufttemperatur Spannungsrohwert
0x009C,IATSCD_tAir,1,0.016700,-50.130000,deg C,6.2f,Ansauglufttemperatur
0x009D,BPSCD_uRawVal,1,0.610900,0.000000,mV,6.2f,Spannungsrohwert des Ladedrucksensors
0x009E,BPSCD_pOutVal,1,0.125000,0.000000,hPa,6.2f,Ladedruckwert
0x009F,VehDa_tiEngOn,1,99.900000,0.000000,s,6.2f,Erfassung der aktuellen Betriebszeit
0x00AF,OPSCD_stSigOut,1,1.000000,0.000000,-,6.2f,Ausgangssignal Öldruckschalter
0x00B0,EngM_stSync,1,1.000000,0.000000,-,6.2f,Meta-Status der KW- und NW-Ereignisverwaltung (Motorpositions-Management)
0x00C2,RailCD_pPeak,1,0.030510,0.000000,bar,6.2f,maximaler Raildruck der letzten 10ms
0x00C3,Rail_pSetPoint,1,0.030510,0.000000,bar,6.2f,Raildruck-sollwert
0x00D2,PFlt_stEngPOp,1,1.000000,0.000000,-,6.2f,Motorbetriebspunkt
0x00D3,RailCD_uPeakRaw,1,0.610900,0.000000,mV,6.2f,Rohwert des Raildrucks
0x00D4,FTSCD_uRaw,1,0.610900,0.000000,mV,6.2f,Spannungsrohwert der Kraftstoffstemperatur
0x00DD,PFlt_stIntr_mp,1,1.000000,0.000000,-,6.2f,Statuswort Regeneration unterbrochen
0x00DE,PFlt_stLck_mp,1,1.000000,0.000000,-,6.2f,Regeneration Blockierung und Freigabe
0x00E9,AOHtCD_rOut_mp,1,0.010000,0.000000,%,6.2f,Meßpunkt fuer korrigiertes Tastverhaeltnis der Zuheizeransteuerung
0x00EA,TVACD_rOut,1,0.010000,0.000000,%,6.2f,Tastverhältnis zür Endstufenansteuerung
0x00EB,VSACD_rOut,1,0.010000,0.000000,%,6.2f,Tastverhältnis zür Endstufenansteuerung
0x00EC,MeUnCD_dcycOut_mp,1,0.010000,0.000000,%,6.2f,Ausgangstastverhältnis
0x00ED,PCVCD_dcycOut_mp,1,0.010000,0.000000,%,6.2f,Ausgangstastverhältnis
0x00F7,PFlt_dvol,1,0.100000,0.000000,m^3/h,6.2f,berechneter Abgasvolumenstrom im Partikelfilter
0x00F8,PFlt_pEngPrtMax_mp,1,0.125000,0.000000,hPa,6.2f,Maximaldruck Motorschutz
0x00FA,PFlt_st1_mp,1,1.000000,0.000000,-,6.2f,Status des Partikelfilters  LowByte (->Signals)
0x00FC,PFlt_st2_mp,1,1.000000,0.000000,-,6.2f,Status des Partikelfilters  HighByte (->Signals)
0x138A,CoEng_rTrq,1,0.393700,0.000000,%,6.2f,Verhältnis aktuelles Moment zu Maximalmoment
0x13B1,DSM_stSysLamp,1,1.000000,0.000000,-,6.2f,DSM System Lampen Anforderungsstatus (1 = kontinuierlich)
0x13B2,DSM_stMIL,1,1.000000,0.000000,-,6.2f,"DSM Mil Anforderungsstatus (1 = kontinuierlich, 2 blinkend)"
0x13B8,VehDa_lSum,1,1.000000,0.000000,m,6.2f,Erfassung gefahrene Strecke
0x13BB,VSSCD_a,1,0.000305,-9.999000,m/s^2,6.2f,Fahrbeschleunigung
0x13BC,InjCtl_qSet,1,0.003051,-99.990000,mg/cyc,6.2f,Einspritzmenge Sollwert
0x13BD,Rail_dvolMeUnSet,1,10.000000,0.000000,mm3/s,6.2f,Sollwert (Volumenstrom) von der Raildruckregelung
0x13C3,T15CD_stWakeUpRawVal_mp,1,1.000000,0.000000,-,6.2f,Rohwert des Wake Up Signals aus der HWE
0x13C4,AccPed_trqDes,1,0.114400,-2500.000000,Nm,6.2f,Fahrerwunsch Rohwert
0x13C5,PFlt_dmSotSimEmi_mp,1,0.010000,0.000000,mg/s,6.2f,generierte Partikelmasse
0x13C6,PFlt_dmSotSimRgnCRT_mp,1,0.010000,0.000000,mg/s,6.2f,abgebauter Partikelmassenstrom in Simulation durch CRT
0x13C7,PFlt_dmSotSimRgnThr_mp,1,0.010000,0.000000,mg/s,6.2f,abgebauter Partikelmassenstrom in Simulation durch thermische Regeneration
0x13C8,PFlt_dmSotSimRgn_mp,1,0.010000,0.000000,mg/s,6.2f,regenerierte Partikelmasse
0x13CA,AirCtl_stAirCtlBits1_mp,1,1.000000,0.000000,-,6.2f,AirCtl_stAirCtlBits_mp LowByte (->Signals)
0x13CC,AirCtl_stAirCtlBits2_mp,1,1.000000,0.000000,-,6.2f,AirCtl_stAirCtlBits_mp HighByte (->Signals)
0x13CD,MeUn_iSet_mp,1,0.228800,0.000000,mA,6.2f,Sollstrom für die Zumesseinheit
0x13CE,PFlt_pMid,1,0.125000,0.000000,hPa,6.2f,Absolutdruck im Partikelfilter
0x13D2,PFltCD_pPre,1,1.000000,0.000000,hPa,6.2f,Abgastemp. vor Partikelfilter
0x13D4,EGT_tiRgnOilDil,1,0.010000,0.000000,s,6.2f,Critical time for oil dilution
0x13D5,PCR_stMonitor,1,1.000000,0.000000,-,6.2f,Statusangabe bei Abschaltung der Regelung
0x13D7,PFlt_facMltCor_mp,1,0.000100,0.000000,-,6.2f,Korrekturfaktor Additivasche
0x13D9,AFSCD_tiRaw,1,0.100000,0.000000,us,6.2f,Periodendauerrohwert des Luftmassensensors
0x13DA,AFSCD_dmAirNorm,1,0.048820,-1599.000000,Kg/h,6.2f,Normalisierte Luftmasse
0x13DE,AirCtl_mGvnrDvt,1,0.048820,-1599.000000,mg/Hub,6.2f,Regelabweichung
0x13DF,CoEng_trqInrSet,1,0.114400,-2500.000000,Nm,6.2f,inneres Moment Sollwert (>Mengenberechnung)
0x13E0,IndSys_rVSA,1,0.010000,0.000000,%,6.2f,Sollposition für Einlaßkanalabschaltung
0x13E2,GlwCD_RawVal_mp,1,1.000000,0.000000,-,6.2f,Rohwert für das Glühanforderungsregister des Glühcontrollers
0x13E4,BrkCD_stMnSwtRawVal,1,1.000000,0.000000,-,6.2f,Rohwert Bremskontakt nicht entprellt
0x13E5,BrkCD_stRedSwtRawVal,1,1.000000,0.000000,-,6.2f,Rohwert redundanter Bremskontakt nicht entprellt
0x13E6,ConvCD_stRawVal,1,1.000000,0.000000,-,6.2f,Kupplungssignal Rohwert
0x13F1,PFlt_mSotMeas_mp,1,0.010000,0.000000,g,6.2f,Partikelmasse additivkorrigiert
0x13F2,PFlt_mSotMeasRaw_mp,1,0.010000,0.000000,g,6.2f,Strömungswdst. in Partikelmasse umgerechnet
0x13F3,PFlt_mSotSim_mp,1,0.010000,0.000000,g,6.2f,simulierte Partikelmasse
0x13F9,PFlt_tPreFlt_mp,1,0.016700,-50.130000,deg C,6.2f,PFlt_tPre PT1 gefiltert
0x13FA,PFlt_vVehFlt_mp,1,0.003814,0.000000,km/h,6.2f,VSSCD_v PT1 gefiltert
0x13FC,Clg_tiDynTst,1,0.010000,0.000000,s,6.2f,"Abgelaufene Zeit, seit der der dynamische plausibilitätstest aktiv ist"
0x13FD,Clg_dtDynTst,1,1.000000,232.000000,deg C,6.2f,Ansteig der Wassertemperatur seit start
0x13FE,PFlt_tSurf,1,0.016700,-50.130000,deg C,6.2f,Oberflächen Temperatur vom Partikel Filter
0x13FF,Clg_tEndDynTst,1,1.000000,-41.080000,deg C,6.2f,CTSCD_tClnt am Ende des Tests
0x1401,Rail_stCtlLoop,1,1.000000,0.000000,-,6.2f,Zustand der Steuerung Raildruckregler
0x1404,GlwCtl_rPwrOut,1,1.000000,0.000000,-,6.2f,Glühanforderung
0x1405,IATSCD_tAirLinCats,1,0.016700,-50.130000,deg C,6.2f,Ladelufttemperatur - Linearisierter Wert aus HWK vor Aufruf der Übergangsfunktion
0x1407,MeUnCD_iActFlt_mp,1,0.228800,0.000000,mA,6.2f,Zumesseinheit-Stromregelung gefilterter Strom-Istwert
0x1408,DSM_ctOBDPath,1,1.000000,0.000000,-,6.2f,Anzahl der momentanen OBD-fehler im Fehlerspeicher
0x1409,PSPCD_rActrOut_mp,1,1.000000,0.000000,-,6.2f,Vorförderpumpe Ansteuertastverhältnis
0x140B,CrCtl_vDes,1,0.003814,0.000000,km/h,6.2f,Sollgeschwindigkeit FGR
0x140C,VehDa_rVn,1,0.000002,0.000000,(km/h)/rpm,6.2f,Verhältnis von Fahrgeschwindigkeit zur Motordrehzahl
0x140D,DSM_stCycles,1,1.000000,0.000000,-,6.2f,"Status der DSM Trigger Zyklen (WUC, DC, ...)"
0x140E,DSM_tiDCDelay_mp,1,1.000000,0.000000,-,6.2f,aktuelle Zeit für Driving cycle Verzögerungszeit
0x140F,DSM_ctTstPath,1,1.000000,0.000000,-,6.2f,Anzahl der getesteten Fehlerpfade
0x1411,DSM_ctRdyActCyc_mp,1,1.000000,0.000000,-,6.2f,Status für jedes Readinessbit aus dem aktuellen driving cycle
0x1413,DSM_ctRdyTstCompr_mp,1,1.000000,0.000000,-,6.2f,Anzahl von in diesem Zyklus getesteten Fehlerpfaden die zum Readiness Bit Comprehensive Components  gehören.
0x1414,PFlt_resFlow,1,0.001000,0.000000,hPa/(m^3/h),6.2f,Strömungswiderstand
0x1415,CrCtl_numGear,1,1.000000,0.000000,-,6.2f,Gang FGR
0x1416,CoEng_stShutOff,1,1.000000,0.000000,-,6.2f,Typ der wirksamen Abschaltursache (0: Nachlauf; 1: reversibel; 2: irreversibel)
0x1417,CoEng_trqInrLtd,1,0.114400,-2500.000000,Nm,6.2f,"inneres Moment Sollwert nach Begrenzung, vor Eingriff ARD-Störungsregler"
0x1418,StSys_trqStrt,1,0.114400,-2500.000000,Nm,6.2f,inneres Moment Startwert
0x1419,CrCtl_trqDes,1,0.114400,-2500.000000,Nm,6.2f,Momentenanforderung FGR
0x141A,DSM_ctRdyTstEGR_mp,1,1.000000,0.000000,-,6.2f,Anzahl von in diesem Zyklus getesteten Fehlerpfaden die zum Readiness Bit EGR gehören.
0x141B,DSM_ctRdyTstFuel_mp,1,1.000000,0.000000,-,6.2f,Anzahl von in diesem Zyklus getesteten Fehlerpfaden die zum Readiness Bit Fuel System gehören.
0x141C,CoEng_trqLimMin_mp,1,0.114400,-2500.000000,Nm,6.2f,"Begrenzungsmoment, falls kein momentenbegrenzender Systemfehler vorliegt (Minimum aus Rauchgrenze un Motormech.schutz)"
0x141D,CoVM_trqPrpDes,1,0.114400,-2500.000000,Nm,6.2f,Wunsch Vortriebsmoment
0x1420,DSM_ctRdyTstMisf_mp,1,1.000000,0.000000,-,6.2f,Anzahl von in diesem Zyklus getesteten Fehlerpfaden die zum Readiness Bit Misfire  gehören.
0x1421,AOHt_stShutOff_mp,1,1.000000,0.000000,-,6.2f,Überblick auf alle Abschaltbedingungen
0x1422,FrmMng_lSum,1,10.000000,0.000000,km,6.2f,Kilometerstand des Fahrzeugs
0x1423,OxiCCD_tPre,1,0.016700,-50.130000,deg C,6.2f,Abgastemperatur vor Oxidationskatalysator
0x1424,DSM_stRdyAB,1,1.000000,0.000000,-,6.2f,Readiness Status für Diagnoseschnittstelle gemäß SAE J1979 PID1 Byte A + B
0x1425,PFltCD_tPre,1,0.016700,-50.130000,deg C,6.2f,Abgastemp. vor Partikelfilter erster Sensor
0x1426,PCVCD_iActVal,1,0.228800,0.000000,mA,6.2f,Analogeingang Strom-Istwert
0x1428,Gearbx_swtType,1,1.000000,0.000000,-,6.2f,Getriebetyp (0: manuell(MT); 1: automatisch(AT); 2: Schaltautomatisch(AST); 3: StufenlosesGetriebe (CVT); 4:automatic Z-Car)
0x1429,InjVlv_nCyl1,1,0.125000,0.000000,rpm,6.2f,Zylinderspezifische Drehzahl für Zylinder 1
0x142A,InjVlv_nCyl2,1,0.125000,0.000000,rpm,6.2f,Zylinderspezifische Drehzahl für Zylinder 2
0x142B,InjVlv_nCyl3,1,0.125000,0.000000,rpm,6.2f,Zylinderspezifische Drehzahl für Zylinder 3
0x142C,InjVlv_nCyl4,1,0.125000,0.000000,rpm,6.2f,Zylinderspezifische Drehzahl für Zylinder 4
0x142D,InjVlv_nCyl5,1,0.125000,0.000000,rpm,6.2f,Zylinderspezifische Drehzahl für Zylinder 5
0x142E,InjVlv_nCyl6,1,0.125000,0.000000,rpm,6.2f,Zylinderspezifische Drehzahl für Zylinder 6
0x142F,InjVlv_qFBCCyl1,1,0.003051,-99.990000,mg/hub,6.2f,Zylinderselektive FBC-Mengenkorrektur für Zylinder 1
0x1430,InjVlv_qFBCCyl2,1,0.003051,-99.990000,mg/hub,6.2f,Zylinderselektive FBC-Mengenkorrektur für Zylinder 2
0x1431,InjVlv_qFBCCyl3,1,0.003051,-99.990000,mg/hub,6.2f,Zylinderselektive FBC-Mengenkorrektur für Zylinder 3
0x1432,InjVlv_qFBCCyl4,1,0.003051,-99.990000,mg/hub,6.2f,Zylinderselektive FBC-Mengenkorrektur für Zylinder 4
0x1433,InjVlv_qFBCCyl5,1,0.003051,-99.990000,mg/hub,6.2f,Zylinderselektive FBC-Mengenkorrektur für Zylinder 5
0x1434,InjVlv_qFBCCyl6,1,0.003051,-99.990000,mg/hub,6.2f,Zylinderselektive FBC-Mengenkorrektur für Zylinder 6
0x1435,PFlt_resFlowOfs,1,0.001000,0.000000,hPa/(m^3/h),6.2f,Strömungswiderstandoffset
0x1436,PFlt_resFlowFlt,1,0.001000,0.000000,hPa/(m^3/h),6.2f,gefilterter Strömungswiderstand
0x1439,InjCrv_phiPiI1Des,1,0.002929,-90.350000,deg CrS,6.2f,gewünschter Winkelkomponente Ansteuerbeginn PiI1
0x143A,InjCrv_phiPiI2Des,1,0.002929,-90.350000,deg CrS,6.2f,gewünschte Winkelkomponente Ansteuerbeginn PiI2
0x143B,InjCrv_phiPiI3Des,1,0.002929,-90.350000,deg CrS,6.2f,gewünschte Winkelkomponente Ansteuerbeginn PiI3
0x143C,InjVCD_tiPiI1ET_mp,1,0.152500,0.000000,us,6.2f,Ansteuerdauer der Voreinspritzung 1
0x143E,InjVCD_tiPiI3ET_mp,1,0.152500,0.000000,us,6.2f,Ansteuerdauer der Voreinspritzung 3
0x143F,InjCrv_qPiI1Des,1,0.001525,0.000000,mg/inj,6.2f,gewünschte Einspritzmenge PiI 1
0x1440,InjCrv_qPiI2Des,1,0.001525,0.000000,mg/inj,6.2f,gewünschte Einspritzmenge PiI 2
0x1441,InjCrv_qPiI3Des,1,0.001525,0.000000,mg/inj,6.2f,gewünschte Einspritzmenge PiI 3
0x1442,InjCrv_stPiI1_mp,1,1.000000,0.000000,-,6.2f,Freigabestatus PiI1
0x1443,InjCrv_stPiI2_mp,1,1.000000,0.000000,-,6.2f,Freigabestatus PiI2
0x1444,InjVCD_tiMI1ET_mp,1,0.152500,0.000000,us,6.2f,Ansteuerdauer der Haupteinspritzung 1
0x1445,InjCrv_qPiI1Bas_mp,1,0.001525,0.000000,mg/inj,6.2f,Einspritzmenge PiI1 Grundwert
0x1446,InjCrv_qPiI2Bas_mp,1,0.001525,0.000000,mg/inj,6.2f,Einspritzmenge PiI2 Grundwert
0x1447,InjCrv_phiMI1Des,1,0.002929,-90.350000,deg CrS,6.2f,gewünschter Bezugswinkel für Beginn der MI1
0x1448,InjCrv_tiMI1ET,1,0.152500,0.000000,us,6.2f,geschätzte Ansteuerdauer MI1
0x1449,InjCrv_qMI1Des,1,0.001525,0.000000,mg/inj,6.2f,Sollmenge Haupteinspritzung
0x144C,InjCrv_phiPoI1Des,1,0.002929,-90.350000,deg CrS,6.2f,gewünschter Bezugswinkel für Beginn der PoI1
0x144D,InjCrv_tiPoI2Des,1,0.152500,0.000000,us,6.2f,gewünschte Bezugszeitkomponente für Beginn PoI2
0x144E,InjVCD_tiPoI1ET_mp,1,0.152500,0.000000,us,6.2f,Ansteuerdauer Nacheinspritzung 1
0x144F,InjVCD_tiPoI2ET_mp,1,0.152500,0.000000,us,6.2f,Ansteuerdauer der Nacheinspritzung 2
0x1450,FrmMng_swtAC_mp,1,1.000000,0.000000,-,6.2f,Schalter KIck Down
0x1452,FrmMng_swtACComp_mp,1,1.000000,0.000000,-,6.2f,Klimabereitschaft
0x1453,CoEng_voltotFlConsum,1,0.000000,0.000000,ul,6.2f,Absoluter Kraftstoffverbrauch
0x1454,PFlt_resFlowRaw_mp,1,0.001000,0.000000,hPa/(m^3/h),6.2f,Strömungswiderstand Rohwert
0x1455,DSM_stRdyCD,1,1.000000,0.000000,-,6.2f,Readiness Status für Diagnoseschnittstelle gemäß SAE J1979 PID1 Byte C * D
0x1456,EngM_trqFrc,1,0.114400,-2500.000000,Nm,6.2f,aktuelles Reibmoment
0x1457,FrmMng_nFan,1,0.011440,0.000000,1/min,6.2f,Lüfterdrehzahl
0x1458,CrCCD_stKey,1,1.000000,0.000000,-,6.2f,Rückgabewert 
0x1459,CrCtl_stLampOut,1,1.000000,0.000000,-,6.2f,Status der CrCtl-Lampe (wird über CAN versendet)
0x145D,OxiCCD_uRawTempPre,1,0.610900,0.000000,mV,6.2f,Abgastemperatur vor Oxidationskatalysator Rohwert
0x145E,PFltCD_uRawTempPre,1,0.610900,0.000000,mV,6.2f,Spannungsrohwert der Abgastemperatur vor dem Partikelfilter
0x145F,DSMDur_ctDfctDur1,1,1.000000,0.000000,-,6.2f,Wert Fehlerdauerzähler
0x1460,DSMDur_ctDfctDur2,1,1.000000,0.000000,-,6.2f,Wert Fehlerdauerzähler 2
0x1461,DSMDur_stGlobalDefCnt_mp,1,1.000000,0.000000,-,6.2f,Aktivierungs und Resetzustand der beiden globalen Fehlerdauerzähler
0x1462,Gearbx_stGear,1,1.000000,0.000000,-,6.2f,Ganginformation
0x1463,EngM_stOut,1,1.000000,0.000000,-,6.2f,"state of engine bearing depending on engine speed, engine temperature and gear state"
0x1464,ASDdc_trq,1,0.114400,-2500.000000,Nm,6.2f,Momentforderung Aktiver Ruckeldämpfer (Störungsregler)
0x146A,LIGov_st,1,1.000000,0.000000,-,6.2f,Zustand des Leerlaufreglers
0x146B,FrmMng_tEnv,1,0.016700,-50.130000,deg C,6.2f,Umgebungstemperatur
0x146C,FrmMng_stACHtgReq,1,1.000000,0.000000,-,6.2f,Heizleistungsanforderung über CAN
0x146D,ACCD_stACPresent,1,1.000000,0.000000,-,6.2f,Klimaanlage im Auto vorhanden
0x146E,Ertm_tiload_u32,1,0.010000,0.000000,%,6.2f,CPU Last
0x146F,ACCD_rDigOut_mp,1,1.000000,0.000000,-,6.2f,Digitalausgang Ansteuerung Klimakompressor
0x1470,FanCD_dcycCorr_mp,1,0.010000,0.000000,%,6.2f,dutycycle Ubatt-corrected
0x1479,CrCtl_stShutOffCode1_mp,1,1.000000,0.000000,-,6.2f,Low Byte von CrCtl_shutOffCode (Verwendung als Signal)
0x147B,CrCtl_stShutOffCode2_mp,1,1.000000,0.000000,-,6.2f,Low Byte von CrCtl_shutOffCode (Verwendung als Signal)
0x147D,CrCtl_stShutOffFrz1_mp,1,1.000000,0.000000,-,6.2f,latched shutoff reason
0x147F,CrCtl_stShutOffFrz2_mp,1,1.000000,0.000000,-,6.2f,latched shutoff reason
0x1480,BrkCD_tiDebTmrPlaus_mp,1,10.000000,0.000000,ms,6.2f,Entprelltimer für Bremssignal-Plausibilitaets-Check
0x1486,HWEMon_recLocLow_mp,1,1.000000,0.000000,-,6.2f,LowAdresse recovery location
0x1487,HWEMon_recLocHigh_mp,1,1.000000,0.000000,-,6.2f,HighAdresse recovery location
0x148C,ETClb_stCor,1,1.000000,0.000000,-,6.2f,Statusanzeige der Freigaben für die Ansteuerdauerkorrektur der Nullmengenkalibrierung
0x148D,ETClb_stRlsCylCor_mp,1,1.000000,0.000000,-,6.2f,Zylinderspezifische Freigabe der Ansteuerdauerkorrektur der Ansteuerdauerkalibrierung
0x148E,ETClb_ctLrn_mp[0],1,1.000000,0.000000,-,6.2f,learn cycle counter et calibration
0x148F,InjVCD_tiPiI2ET_mp,1,0.152500,0.000000,us,6.2f,Ansteuerdauer der Voreinspritzung 2
0x1495,ETClb_ctLrn_mp[1],1,1.000000,0.000000,-,6.2f,learn cycle counter et calibration
0x149C,ETClb_ctLrn_mp[2],1,1.000000,0.000000,-,6.2f,learn cycle counter et calibration
