Category,Bosch Name,Unit,DDE4 M57 (E39) ADR,DDE4 M57 (E39) FACT_A,DDE4 M57 (E39) FACT_B,DDE5 M57TU (E39/E46) ADR,DDE5 M57TU (E39/E46) FACT_A,DDE5 M57TU (E39/E46) FACT_B,DDE5 M57TU (E53) ADR,DDE5 M57TU (E53) FACT_A,DDE5 M57TU (E53) FACT_B,DDE5 M57TU (E60) ADR,DDE5 M57TU (E60) FACT_A,DDE5 M57TU (E60) FACT_B,DDE6 M57TU2 (E60/E90) ADR,DDE6 M57TU2 (E60/E90) FACT_A,DDE6 M57TU2 (E60/E90) FACT_B,DDE6.2 M57TU2TOP ADR,DDE6.2 M57TU2TOP FACT_A,DDE6.2 M57TU2TOP FACT_B,DDE5 M47TU (E46) ADR,DDE5 M47TU (E46) FACT_A,DDE5 M47TU (E46) FACT_B,DDE5 M47TU (E46/E83) ADR,DDE5 M47TU (E46/E83) FACT_A,DDE5 M47TU (E46/E83) FACT_B,DDE6 M47TU2 (E90) ADR,DDE6 M47TU2 (E90) FACT_A,DDE6 M47TU2 (E90) FACT_B
OTHER,anoU_VDF,--,0x301A,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,anoU_WTF,--,0x3002,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,armM_List,--,0x0F30,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,armM_Lsoll,--,0x0F32,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,aroIST_4,--,0x0010,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,aroIST_5,--,0xDF0E,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,aroREG_2,--,0x0EE0,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,aroSOLL_5,--,0x0F31,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,camN_EL,--,0x2220,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,camS_AC,--,0x1FB1,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,camS_HZL,--,0xE4D1,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,camS_KO,--,0x1FB0,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,camT_UMG,--,0xE4D0,-273.14,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,comGTR_opt,--,0x1C00,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,dimDIG_0,--,0x0F6C,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,dimDIG_1,--,0x0F6D,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,dimF_MFL,--,0x2F74,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,fbmBSTZ_UB,--,0x1300,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,fbmDIA_C,--,0xDF01,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,fbmMIL_C,--,0xDF02,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,fboS_00,--,0xDF70,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,fboS_02,--,0xDF72,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,fboS_04,--,0xDF74,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,fboS_06,--,0xDF76,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,fboS_08,--,0xDF78,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,fgm_VzuN,--,0x0F0B,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,gsoGS_Pha,--,0x2152,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,khoNOR_AB,--,0x0FB7,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,klmKLI_GEF,--,0xE4D2,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,ldmP_Llin,--,0x0F40,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,ldmP_Lsoll,--,0x0F42,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,ldmT_LTGG,--,0x0F48,-273.14,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmCASE_A,--,0xDF21,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmCASE_L,--,0xDF20,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmFG_SOLL,--,0x0F09,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmF_GANG,--,0x0F7E,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmKM_akt,--,0x0FD0,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmL_FGR,--,0x2F75,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmM_DXMSR,--,0x0F89,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmM_EAKT,--,0x0F80,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmM_EARD,--,0xDC88,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmM_EDELB,--,0x1F8E,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmM_EFAHR,--,0xDC86,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmM_EFGR,--,0x0F85,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmM_EKORR,--,0x0F8E,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmM_ELLR,--,0x0F8D,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmM_ELRR,--,0xDC87,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmM_EMOT,--,0x0F8C,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmM_ESTAR,--,0x0F82,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmM_EWUN,--,0x0F8B,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmM_EWUNF,--,0x0F86,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mrmN_LLBAS,--,0x0E02,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mroFGR_ABN,--,0xDF08,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mroMD_FAHR,--,0x2211,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mroMD_REIB,--,0x2212,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mroMD_SOLL,--,0x2210,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,mroM_ARDFF,--,0xDC89,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,xcmZ_E,--,0x0FAE,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,zhoSYNC_ST,--,0x1F50,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,zumAB_HE,--,0x1F5A,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,zumAB_NE,--,0x1F60,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,zumAD_NE,--,0x1F61,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,zuoAB_VE1,--,0x1F51,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,zuoAD_HE,--,0x1F5B,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,zuoAD_VE1,--,0x1F52,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,zuoME_VE,--,0x1F53,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
OTHER,zuoVE_STAT,--,0x1F55,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
PEDAL,APPCD_rFlt,%,,,,0x0066,0.000000,0,0x0066,0.003052,0.000000,0x0066,0.000000,0,0x0086,0.003052,0.000000,0x0086,0.003052,0.000000,0x0066,0.000000,0,0x0066,0.003052,0.000000,0x0086,0.003052,0.000000
PEDAL,APPCD_rLinAPP1,%,,,,0x0048,0.000000,0,0x005F,0.003052,0.000000,0x0048,0.000000,0,,,,,,,0x0048,0.000000,0,0x005F,0.003052,0.000000,,,
PEDAL,APPCD_rLinAPP2,%,,,,0x0049,0.000000,0,0x0060,0.003052,0.000000,0x0049,0.000000,0,,,,,,,0x0049,0.000000,0,0x0060,0.003052,0.000000,,,
PEDAL,APPCD_stKickDown,-,,,,0x00C8,0.000000,0,0x1450,1.000000,0.000000,0x00C8,0.000000,0,0x13BA,1.000000,0.000000,0x13BA,1.000000,0.000000,0x00C8,0.000000,0,0x1450,1.000000,0.000000,0x13BA,1.000000,0.000000
PEDAL,APPCD_uRawAPP1,V,,,,0x0064,0.000000,0,0x0064,0.000611,0.000000,0x0064,0.000000,0,0x0089,0.000611,0.000000,0x0089,0.000611,0.000000,0x0064,0.000000,0,0x0064,0.000611,0.000000,0x0089,0.000611,0.000000
PEDAL,APPCD_uRawAPP2,V,,,,0x0065,0.000000,0,0x0065,0.000611,0.000000,0x0065,0.000000,0,0x008A,0.000611,0.000000,0x008A,0.000611,0.000000,0x0065,0.000000,0,0x0065,0.000611,0.000000,0x008A,0.000611,0.000000
RAIL/FUEL,FlSys_volDetRefuel,,,,,0x004A,0.000000,0,,,,0x004A,0.000000,0,,,,,,,0x004A,0.000000,0,,,,,,
RAIL/FUEL,FrmMng_volFuelFil,l,,,,,,,,,,,,,0x0078,0.050000,0.000000,0x0078,0.050000,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_phiMI1Des,deg CrS,,,,0x00BF,-90.351389,0,0x1447,0.002930,-90.351389,0x00BF,-90.351389,0,0x16BC,0.002930,-90.351389,0x16BC,0.002930,-90.351389,0x00BF,-90.351389,0,0x1447,0.002930,-90.351389,0x16BC,0.002930,-90.351389
RAIL/FUEL,InjCrv_phiPiI1Des,deg CrS,,,,0x00B1,-90.351389,0,0x1439,0.002930,-90.351389,0x00B1,-90.351389,0,0x16BD,0.002930,-90.351389,0x16BD,0.002930,-90.351389,0x00B1,-90.351389,0,0x1439,0.002930,-90.351389,0x16BD,0.002930,-90.351389
RAIL/FUEL,InjCrv_phiPiI2Des,deg CrS,,,,0x00B2,-90.351389,0,0x143A,0.002930,-90.351389,0x00B2,-90.351389,0,0x16BE,0.002930,-90.351389,0x16BE,0.002930,-90.351389,0x00B2,-90.351389,0,0x143A,0.002930,-90.351389,0x16BE,0.002930,-90.351389
RAIL/FUEL,InjCrv_phiPiI3Des,deg CrS,,,,0x00B3,-90.351389,0,0x143B,0.002930,-90.351389,0x00B3,-90.351389,0,0x16BF,0.002930,-90.351389,0x16BF,0.002930,-90.351389,0x00B3,-90.351389,0,0x143B,0.002930,-90.351389,0x16BF,0.002930,-90.351389
RAIL/FUEL,InjCrv_phiPoI1Des,deg CrS,,,,0x00C4,-90.351389,0,0x144C,0.002930,-90.351389,0x00C4,-90.351389,0,0x16C0,0.002930,-90.351389,0x16C0,0.002930,-90.351389,0x00C4,-90.351389,0,0x144C,0.002930,-90.351389,0x16C0,0.002930,-90.351389
RAIL/FUEL,InjCrv_phiPoI2Des,deg CrS,,,,0x00C5,-90.351389,0,,,,0x00C5,-90.351389,0,0x16C1,0.002930,-90.351389,0x16C1,0.002930,-90.351389,0x00C5,-90.351389,0,,,,0x16C1,0.002930,-90.351389
RAIL/FUEL,InjCrv_qMI1Des,mg/inj,,,,0x00C1,0.000000,0,0x1449,0.001526,0.000000,0x00C1,0.000000,0,0x16C2,0.001526,0.000000,0x16C2,0.001526,0.000000,0x00C1,0.000000,0,0x1449,0.001526,0.000000,0x16C2,0.001526,0.000000
RAIL/FUEL,InjCrv_qPiI1Bas_mp,mg/inj,,,,0x00BD,0.000000,0,0x1445,0.001526,0.000000,0x00BD,0.000000,0,0x16C3,0.001526,0.000000,0x16C3,0.001526,0.000000,0x00BD,0.000000,0,0x1445,0.001526,0.000000,0x16C3,0.001526,0.000000
RAIL/FUEL,InjCrv_qPiI1Des,mg/inj,,,,0x00B7,0.000000,0,0x143F,0.001526,0.000000,0x00B7,0.000000,0,,,,,,,0x00B7,0.000000,0,0x143F,0.001526,0.000000,0x16C4,0.001526,0.000000
RAIL/FUEL,InjCrv_qPiI1Des[0],mg/inj,,,,,,,,,,,,,0x16C4,0.001526,0.000000,0x16C4,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPiI1Des[1],mg/inj,,,,,,,,,,,,,0x16E4,0.001526,0.000000,0x16E4,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPiI1Des[2],mg/inj,,,,,,,,,,,,,0x16E7,0.001526,0.000000,0x16E7,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPiI1Des[3],mg/inj,,,,,,,,,,,,,0x16EA,0.001526,0.000000,0x16EA,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPiI1Des[4],mg/inj,,,,,,,,,,,,,0x16ED,0.001526,0.000000,0x16ED,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPiI1Des[5],mg/inj,,,,,,,,,,,,,0x16F0,0.001526,0.000000,0x16F0,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPiI2Bas_mp,mg/inj,,,,0x00BE,0.000000,0,0x1446,0.001526,0.000000,0x00BE,0.000000,0,0x16C5,0.001526,0.000000,0x16C5,0.001526,0.000000,0x00BE,0.000000,0,0x1446,0.001526,0.000000,0x16C5,0.001526,0.000000
RAIL/FUEL,InjCrv_qPiI2Des,mg/inj,,,,0x00B8,0.000000,0,0x1440,0.001526,0.000000,0x00B8,0.000000,0,,,,,,,0x00B8,0.000000,0,0x1440,0.001526,0.000000,0x16C6,0.001526,0.000000
RAIL/FUEL,InjCrv_qPiI2Des[0],mg/inj,,,,,,,,,,,,,0x16C6,0.001526,0.000000,0x16C6,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPiI2Des[1],mg/inj,,,,,,,,,,,,,0x16E5,0.001526,0.000000,0x16E5,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPiI2Des[2],mg/inj,,,,,,,,,,,,,0x16E8,0.001526,0.000000,0x16E8,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPiI2Des[3],mg/inj,,,,,,,,,,,,,0x16EB,0.001526,0.000000,0x16EB,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPiI2Des[4],mg/inj,,,,,,,,,,,,,0x16EE,0.001526,0.000000,0x16EE,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPiI2Des[5],mg/inj,,,,,,,,,,,,,0x16F1,0.001526,0.000000,0x16F1,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPiI3Des,mg/inj,,,,0x00B9,0.000000,0,0x1441,0.001526,0.000000,0x00B9,0.000000,0,,,,,,,0x00B9,0.000000,0,0x1441,0.001526,0.000000,0x16C7,0.001526,0.000000
RAIL/FUEL,InjCrv_qPiI3Des[0],mg/inj,,,,,,,,,,,,,0x16C7,0.001526,0.000000,0x16C7,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPiI3Des[1],mg/inj,,,,,,,,,,,,,0x16E6,0.001526,0.000000,0x16E6,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPiI3Des[2],mg/inj,,,,,,,,,,,,,0x16E9,0.001526,0.000000,0x16E9,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPiI3Des[3],mg/inj,,,,,,,,,,,,,0x16EC,0.001526,0.000000,0x16EC,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPiI3Des[4],mg/inj,,,,,,,,,,,,,0x16EF,0.001526,0.000000,0x16EF,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPiI3Des[5],mg/inj,,,,,,,,,,,,,0x16F2,0.001526,0.000000,0x16F2,0.001526,0.000000,,,,,,,,,
RAIL/FUEL,InjCrv_qPoI1Des,mg/inj,,,,,,,0x14BE,0.001526,0.000000,,,,,,,,,,,,,0x14BE,0.001526,0.000000,,,
RAIL/FUEL,InjCrv_qPoI1Des[0],mg/inj,,,,,,,,,,,,,0x16C8,0.001526,0.000000,0x16C8,0.001526,0.000000,,,,,,,0x16C8,0.001526,0.000000
RAIL/FUEL,InjCrv_qPoI2Des,mg/inj,,,,,,,0x14BF,0.001526,0.000000,,,,,,,,,,,,,0x14BF,0.001526,0.000000,,,
RAIL/FUEL,InjCrv_qPoI2Des[0],mg/inj,,,,,,,,,,,,,0x16C9,0.001526,0.000000,0x16C9,0.001526,0.000000,,,,,,,0x16C9,0.001526,0.000000
RAIL/FUEL,InjCrv_qPoI2Eff,mg/inj,,,,,,,0x14C0,0.001526,0.000000,,,,,,,,,,,,,0x14C0,0.001526,0.000000,,,
RAIL/FUEL,InjCrv_stPiI1_mp,-,,,,0x00BA,0.000000,0,0x1442,1.000000,0.000000,0x00BA,0.000000,0,0x16CA,1.000000,0.000000,0x16CA,1.000000,0.000000,0x00BA,0.000000,0,0x1442,1.000000,0.000000,0x16CA,1.000000,0.000000
RAIL/FUEL,InjCrv_stPiI2,-,,,,,,,,,,,,,0x16CB,1.000000,0.000000,0x16CB,1.000000,0.000000,,,,,,,0x16CB,1.000000,0.000000
RAIL/FUEL,InjCrv_stPiI2_mp,-,,,,0x00BB,0.000000,0,0x1443,1.000000,0.000000,0x00BB,0.000000,0,,,,,,,0x00BB,0.000000,0,0x1443,1.000000,0.000000,,,
RAIL/FUEL,InjCrv_tiMI1ET,us,,,,0x00C0,0.000000,0,0x1448,0.152594,0.000000,0x00C0,0.000000,0,0x16CC,0.152594,-5000.041963,0x16CC,0.152594,-5000.041963,0x00C0,0.000000,0,0x1448,0.152594,-5000.041963,0x16CC,0.152594,-5000.041963
RAIL/FUEL,InjCrv_tiPiI1Bas_mp,us,,,,,,,,,,,,,0x16CD,0.152594,-5000.041963,0x16CD,0.152594,-5000.041963,,,,,,,0x16CD,0.152594,-5000.041963
RAIL/FUEL,InjCrv_tiPiI1Des,us,,,,,,,0x14C1,0.152594,0.000000,,,,0x16CE,0.152594,-5000.041963,0x16CE,0.152594,-5000.041963,,,,0x14C1,0.152594,-5000.041963,0x16CE,0.152594,-5000.041963
RAIL/FUEL,InjCrv_tiPiI2Des,us,,,,,,,,,,,,,0x16CF,0.152594,-5000.041963,0x16CF,0.152594,-5000.041963,,,,,,,0x16CF,0.152594,-5000.041963
RAIL/FUEL,InjCrv_tiPoI2Des,us,,,,,,,0x144D,0.152594,0.000000,,,,0x16D0,0.152594,-5000.041963,0x16D0,0.152594,-5000.041963,,,,0x144D,0.152594,-5000.041963,0x16D0,0.152594,-5000.041963
RAIL/FUEL,InjCtl_qCurr,mg/cyc,,,,0x0055,-99.998993,0,0x0055,0.003052,-99.998993,0x0055,-99.998993,0,0x00B5,0.003052,-99.998993,0x00B5,0.003052,-99.998993,0x0055,-99.998993,0,0x0055,0.003052,-99.998993,0x00B5,0.003052,-99.998993
RAIL/FUEL,InjCtl_qCurrCor,mg/cyc,,,,,,,,,,,,,0x170C,0.003052,-99.998993,0x170C,0.003052,-99.998993,,,,,,,0x170C,0.003052,-99.998993
RAIL/FUEL,InjCtl_qSet,mg/cyc,,,,0x0034,-99.998993,0,0x13BC,0.003052,-99.998993,0x0034,-99.998993,0,0x00EF,0.003052,-99.998993,0x00EF,0.003052,-99.998993,0x0034,-99.998993,0,0x13BC,0.003052,-99.998993,0x00EF,0.003052,-99.998993
RAIL/FUEL,InjCtl_qSetUnBal,mg/cyc,,,,0x0059,-99.998993,0,0x0059,0.003052,-99.998993,0x0059,-99.998993,0,0x00B6,0.003052,-99.998993,0x00B6,0.003052,-99.998993,0x0059,-99.998993,0,0x0059,0.003052,-99.998993,0x00B6,0.003052,-99.998993
RAIL/FUEL,InjVCD_tiMI1ET_mp,us,,,,0x00BC,0.000000,0,0x1444,0.152594,0.000000,0x00BC,0.000000,0,0x1720,0.152594,-5000.041963,0x1720,0.152594,-5000.041963,0x00BC,0.000000,0,0x1444,0.152594,-5000.041963,0x1720,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI1ET_mp,us,,,,0x00B4,0.000000,0,0x143C,0.152594,0.000000,0x00B4,0.000000,0,0x1721,0.152594,-5000.041963,0x1721,0.152594,-5000.041963,0x00B4,0.000000,0,0x143C,0.152594,-5000.041963,0x1721,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI1ZFCETCor_mp[0],us,,,,,,,0x151D,0.152594,0.000000,,,,0x172A,0.152594,-5000.041963,0x172A,0.152594,-5000.041963,,,,0x151D,0.152594,-5000.041963,0x172A,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI1ZFCETCor_mp[1],us,,,,,,,0x151E,0.152594,0.000000,,,,0x172B,0.152594,-5000.041963,0x172B,0.152594,-5000.041963,,,,0x151E,0.152594,-5000.041963,0x172B,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI1ZFCETCor_mp[2],us,,,,,,,0x151F,0.152594,0.000000,,,,0x172C,0.152594,-5000.041963,0x172C,0.152594,-5000.041963,,,,0x151F,0.152594,-5000.041963,0x172C,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI1ZFCETCor_mp[3],us,,,,,,,0x1520,0.152594,0.000000,,,,0x172D,0.152594,-5000.041963,0x172D,0.152594,-5000.041963,,,,0x1520,0.152594,-5000.041963,0x172D,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI1ZFCETCor_mp[4],us,,,,,,,0x1521,0.152594,0.000000,,,,0x172E,0.152594,-5000.041963,0x172E,0.152594,-5000.041963,,,,0x1521,0.152594,-5000.041963,0x172E,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI1ZFCETCor_mp[5],us,,,,,,,0x1522,0.152594,0.000000,,,,0x172F,0.152594,-5000.041963,0x172F,0.152594,-5000.041963,,,,0x1522,0.152594,-5000.041963,0x172F,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI2ET_mp,us,,,,0x00B5,0.000000,0,0x143D,0.152594,0.000000,0x00B5,0.000000,0,0x1732,0.152594,-5000.041963,0x1732,0.152594,-5000.041963,0x00B5,0.000000,0,0x143D,0.152594,-5000.041963,0x1732,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI2ZFCETCor_mp[0],us,,,,,,,0x1523,0.152594,0.000000,,,,0x1734,0.152594,-5000.041963,0x1734,0.152594,-5000.041963,,,,0x1523,0.152594,-5000.041963,0x1734,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI2ZFCETCor_mp[1],us,,,,,,,0x1524,0.152594,0.000000,,,,0x1735,0.152594,-5000.041963,0x1735,0.152594,-5000.041963,,,,0x1524,0.152594,-5000.041963,0x1735,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI2ZFCETCor_mp[2],us,,,,,,,0x1525,0.152594,0.000000,,,,0x1736,0.152594,-5000.041963,0x1736,0.152594,-5000.041963,,,,0x1525,0.152594,-5000.041963,0x1736,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI2ZFCETCor_mp[3],us,,,,,,,0x1526,0.152594,0.000000,,,,0x1737,0.152594,-5000.041963,0x1737,0.152594,-5000.041963,,,,0x1526,0.152594,-5000.041963,0x1737,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI2ZFCETCor_mp[4],us,,,,,,,0x1527,0.152594,0.000000,,,,0x1738,0.152594,-5000.041963,0x1738,0.152594,-5000.041963,,,,0x1527,0.152594,-5000.041963,0x1738,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI2ZFCETCor_mp[5],us,,,,,,,0x1528,0.152594,0.000000,,,,0x1739,0.152594,-5000.041963,0x1739,0.152594,-5000.041963,,,,0x1528,0.152594,-5000.041963,0x1739,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI3ET_mp,us,,,,0x00B6,0.000000,0,0x143E,0.152594,0.000000,0x00B6,0.000000,0,,,,,,,0x00B6,0.000000,0,0x143E,0.152594,-5000.041963,,,
RAIL/FUEL,InjVCD_tiPiI3ZFCETCor_mp[0],us,,,,,,,0x1529,0.152594,0.000000,,,,0x173E,0.152594,-5000.041963,0x173E,0.152594,-5000.041963,,,,0x1529,0.152594,-5000.041963,0x173E,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI3ZFCETCor_mp[1],us,,,,,,,0x152A,0.152594,0.000000,,,,0x173F,0.152594,-5000.041963,0x173F,0.152594,-5000.041963,,,,0x152A,0.152594,-5000.041963,0x173F,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI3ZFCETCor_mp[2],us,,,,,,,0x152B,0.152594,0.000000,,,,0x1740,0.152594,-5000.041963,0x1740,0.152594,-5000.041963,,,,0x152B,0.152594,-5000.041963,0x1740,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI3ZFCETCor_mp[3],us,,,,,,,0x152C,0.152594,0.000000,,,,0x1741,0.152594,-5000.041963,0x1741,0.152594,-5000.041963,,,,0x152C,0.152594,-5000.041963,0x1741,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI3ZFCETCor_mp[4],us,,,,,,,0x152D,0.152594,0.000000,,,,0x1742,0.152594,-5000.041963,0x1742,0.152594,-5000.041963,,,,0x152D,0.152594,-5000.041963,0x1742,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPiI3ZFCETCor_mp[5],us,,,,,,,0x152E,0.152594,0.000000,,,,0x1743,0.152594,-5000.041963,0x1743,0.152594,-5000.041963,,,,0x152E,0.152594,-5000.041963,0x1743,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPoI1ET_mp,us,,,,0x00C6,0.000000,0,0x144E,0.152594,0.000000,0x00C6,0.000000,0,0x1748,0.152594,-5000.041963,0x1748,0.152594,-5000.041963,0x00C6,0.000000,0,0x144E,0.152594,-5000.041963,0x1748,0.152594,-5000.041963
RAIL/FUEL,InjVCD_tiPoI2ET_mp,us,,,,0x00C7,0.000000,0,0x144F,0.152594,0.000000,0x00C7,0.000000,0,0x1749,0.152594,-5000.041963,0x1749,0.152594,-5000.041963,0x00C7,0.000000,0,0x144F,0.152594,-5000.041963,0x1749,0.152594,-5000.041963
RAIL/FUEL,InjVlv_nCyl1,rpm,,,,0x00A1,0.000000,0,0x1429,0.125002,0.000000,0x00A1,0.000000,0,,,,,,,0x00A1,0.000000,0,0x1429,0.125002,0.000000,,,
RAIL/FUEL,InjVlv_nCyl2,rpm,,,,0x00A2,0.000000,0,0x142A,0.125002,0.000000,0x00A2,0.000000,0,,,,,,,0x00A2,0.000000,0,0x142A,0.125002,0.000000,,,
RAIL/FUEL,InjVlv_nCyl3,rpm,,,,0x00A3,0.000000,0,0x142B,0.125002,0.000000,0x00A3,0.000000,0,,,,,,,0x00A3,0.000000,0,0x142B,0.125002,0.000000,,,
RAIL/FUEL,InjVlv_nCyl4,rpm,,,,0x00A4,0.000000,0,0x142C,0.125002,0.000000,0x00A4,0.000000,0,,,,,,,0x00A4,0.000000,0,0x142C,0.125002,0.000000,,,
RAIL/FUEL,InjVlv_nCyl5,rpm,,,,0x00A5,0.000000,0,0x142D,0.125002,0.000000,0x00A5,0.000000,0,,,,,,,0x00A5,0.000000,0,0x142D,0.125002,0.000000,,,
